Gender,Age,Years of programming experience,Years of experience in agile projects,GPA,Highest level of education,Willingness to travel,Performance after 1 year
0,45,18,13,2.8,2,0,0
1,32,1,0,2.978230722892737,2,0,1
1,33,12,8,2.464946412203528,2,0,1
1,46,25,20,2.7376069573856827,4,1,1
0,20,0,0,2.9369055544974927,2,0,1
1,25,3,0,3.202433477555906,2,1,1
1,20,0,0,3.7051298795369094,3,0,1
0,49,25,20,2.9,2,0,0
1,20,0,0,2.6,2,0,0
1,20,0,0,3.2403862303575437,2,0,1
1,36,10,7,3.2,2,1,0
1,33,10,0,3.238608685868603,0,0,1
1,37,7,2,3.0884871367739604,0,0,1
0,45,20,13,2.6938536065575374,2,0,1
1,27,3,0,2.4,2,0,0
0,31,0,0,3.0167794328526347,2,0,1
1,26,0,0,2.720491779428101,3,0,1
0,41,17,13,2.9,2,1,0
1,36,9,4,2.6,1,0,0
0,20,0,0,2.8,2,0,0
0,25,0,0,2.8,2,0,0
0,36,14,6,2.8,2,0,0
1,37,6,0,2.8,2,0,0
1,29,5,4,3.7566323918408777,2,0,1
1,28,5,0,2.8,2,0,0
1,31,0,0,2.5,2,0,0
1,33,10,9,3.989733113340018,2,0,1
1,35,15,5,2.5379655142903332,0,0,1
1,31,5,2,2.7,3,1,0
1,29,0,0,3.1968198986411043,1,0,1
1,39,12,9,3.5965402885060582,1,0,1
0,49,26,19,3.1581319905115297,3,0,1
1,26,0,0,3.4119106553708276,1,1,1
1,41,15,14,3.22345580485279,1,1,1
1,20,0,0,2.7,2,0,0
1,26,6,0,3.1288090346918778,0,1,1
1,44,24,20,3.264858036150639,3,0,1
1,24,0,0,2.8869988926725316,2,1,1
0,37,10,0,2.9,2,0,0
1,43,23,14,3.125394904346429,1,0,1
1,20,0,0,3.6530014961760577,3,1,1
1,26,7,4,2.8,2,1,0
0,30,3,0,3.1,2,0,0
0,22,0,0,2.7,2,0,0
1,30,8,5,2.9896126913814123,3,1,1
0,31,1,0,2.7,1,1,0
1,32,11,5,2.83129527567805,1,0,1
1,39,18,17,3.2031692333517605,2,0,1
1,42,21,12,2.7712079825276574,0,0,1
1,49,24,22,3.27495514370767,0,0,1
1,29,2,0,3.84780382899156,0,1,1
1,20,0,0,3.089930270319441,1,1,1
1,21,0,0,2.934846774632914,1,1,1
1,37,18,16,2.5662374168025157,1,0,1
1,30,2,0,2.8,2,0,0
1,36,9,3,3.3422685694655407,2,1,1
1,28,6,2,3.0149508579533597,1,0,1
1,51,25,21,2.8,3,1,0
1,33,10,1,3.0,2,1,0
0,40,13,11,3.0,3,0,0
1,35,8,0,2.7,2,0,0
1,34,10,6,2.7,2,1,0
0,40,14,11,2.8,2,1,0
1,34,7,4,3.212884178145648,0,1,1
0,20,0,0,3.0234904268464295,2,0,1
0,51,26,19,2.8,2,0,0
1,31,8,0,3.2090546320412257,2,1,1
1,37,14,13,3.7497051342402408,1,1,1
1,37,10,6,2.7,2,0,0
0,31,4,0,2.9,2,0,0
0,20,0,0,2.6,2,1,0
1,30,2,0,3.0,2,0,0
1,25,6,5,3.7234632056827626,0,1,1
0,28,2,1,2.8,2,0,0
1,31,1,0,3.050630381565967,0,1,1
0,35,7,1,2.8,3,0,0
1,30,3,0,2.5,1,0,0
1,33,4,0,4.0,1,1,1
0,31,7,2,2.9,1,0,0
1,39,9,6,3.0780782081536957,2,1,1
1,44,18,17,3.1144732779455273,1,1,1
0,24,0,0,2.7,2,0,0
0,26,0,0,3.6868880524120793,2,0,1
1,20,0,0,3.017612429100797,0,0,1
1,39,11,9,3.0651961834607175,2,1,1
0,34,9,6,2.9646181498579924,2,1,1
1,46,22,21,3.2268912512429337,0,0,1
1,38,14,10,3.1348846434615423,3,0,1
0,47,19,16,2.6,2,0,0
1,36,9,2,3.0,1,1,0
0,23,0,0,2.681990524849041,2,1,1
0,24,0,0,3.1,2,0,0
0,53,30,21,2.8,2,0,0
0,34,11,2,2.4048125593585015,2,1,1
1,42,17,6,2.792204530610566,2,0,1
1,26,0,0,2.798220627653551,0,0,1
1,51,20,18,2.7,2,0,0
1,39,12,9,2.8,2,0,0
0,47,19,15,2.758919572374394,1,0,1
1,20,0,0,2.860354765925118,2,0,1
1,35,10,2,3.3417143359324286,0,1,1
1,20,0,0,3.117973498343264,2,1,1
1,40,15,14,3.311542411549151,2,0,1
1,24,0,0,3.136349451208102,0,1,1
1,46,17,9,2.65888038688559,2,1,1
1,22,0,0,3.0,3,1,0
1,29,10,9,3.965978041764915,2,1,1
1,37,14,8,2.6,2,0,0
1,35,11,4,2.9,3,1,0
0,35,7,0,2.5,1,0,0
1,26,4,0,2.7,2,1,0
1,26,1,0,2.657500609657963,1,0,1
1,31,7,6,2.7,1,0,0
0,35,13,10,3.3444961198740715,2,0,1
0,24,0,0,2.7567320501485564,1,0,1
1,34,12,5,2.7,2,0,0
1,40,21,17,2.6263232573233166,0,0,1
1,34,12,10,3.0832309352564278,0,1,1
1,36,9,3,3.2,2,1,0
0,27,4,2,2.4,2,0,0
0,31,6,2,3.3,1,1,0
0,38,12,5,3.1,1,0,0
1,40,18,16,2.8,2,1,0
0,35,12,8,3.0,2,0,0
1,27,0,0,2.4,2,0,0
1,32,5,3,2.830449944470844,2,1,1
0,39,9,0,2.9,2,1,0
1,37,13,5,2.8580209707854087,1,1,1
1,48,20,19,3.1970251950741186,2,1,1
0,36,11,7,2.8,1,0,0
0,50,24,17,2.9,1,0,0
1,42,24,16,3.9313334222993452,1,0,1
0,33,12,8,3.3452608769148826,2,0,1
1,20,0,0,2.88925455505167,2,1,1
0,28,3,0,2.7,1,0,0
1,33,4,1,2.8,2,1,0
1,52,26,21,3.549970774385157,1,1,1
1,20,0,0,3.106601301582527,1,0,1
1,28,8,3,3.005549582784283,1,1,1
0,36,12,11,3.2137037910372714,3,0,1
1,45,16,12,2.758197204379105,2,0,1
0,36,9,4,2.7,3,0,0
1,35,7,4,3.3796289019578025,2,0,1
0,35,5,1,2.9955505436140606,3,0,1
1,37,14,8,3.6219818395142553,0,1,1
1,57,30,27,2.772280225512208,2,1,1
1,24,0,0,3.7748290011218435,1,1,1
1,28,6,0,3.276729896112178,1,0,1
1,26,3,0,3.0466607530929988,1,1,1
1,20,0,0,2.565583910325601,0,0,1
1,30,0,0,2.7,2,1,0
0,20,0,0,2.796010202076862,2,0,1
1,25,0,0,3.0,2,0,0
1,23,0,0,2.7940111821873868,0,0,1
0,32,4,2,2.9,1,0,0
1,34,10,4,3.371681630335953,2,0,1
1,31,0,0,2.7,1,0,0
1,54,33,31,3.072855113203302,1,1,1
1,44,18,11,3.2516855803090046,3,1,1
0,38,18,15,3.1905437617150394,1,0,1
0,33,13,12,2.9505394369970435,2,0,1
0,20,0,0,3.499722725645639,2,0,1
1,25,3,0,3.181258749877573,2,1,1
1,20,0,0,2.9,2,0,0
1,39,18,16,3.064595656799752,1,0,1
0,24,0,0,2.7,1,1,0
1,20,0,0,2.668524983351329,1,0,1
0,24,0,0,2.6,1,0,0
1,22,0,0,3.157071719656896,0,0,1
1,29,0,0,2.9,2,0,0
1,46,17,10,3.4127443730272367,1,0,1
1,50,25,23,2.8958323347776727,0,0,1
0,59,29,28,2.8924410404437007,2,0,1
1,26,0,0,2.8,2,0,0
1,24,0,0,2.9,2,1,0
1,30,7,4,2.840059623155752,0,0,1
0,32,12,10,2.85498168487219,2,1,1
1,27,3,0,3.7655966664156617,2,1,1
0,21,0,0,3.131076629870749,3,0,1
1,43,19,18,2.5476908803391636,2,1,1
1,52,30,24,2.989294370224432,1,0,1
1,21,0,0,2.6773857608586034,0,0,1
0,30,2,0,2.9,1,0,0
1,43,16,7,3.0,2,1,0
1,28,4,0,3.5733363464667143,0,1,1
1,35,9,1,3.2732466348753393,0,0,1
0,26,4,0,2.7593047301581786,1,1,1
0,34,14,6,2.8,1,0,0
1,23,0,0,2.8,2,1,0
1,28,3,0,2.7,2,0,0
1,36,11,10,3.2008319804969814,2,1,1
1,32,10,7,3.0,2,1,0
0,49,25,18,2.8,2,1,0
1,31,7,5,2.845818431478025,0,0,1
1,45,21,13,3.139383298617144,1,0,1
1,42,18,14,3.5535321909658903,3,1,1
1,36,5,3,2.8370869787177773,3,1,1
1,40,12,5,3.266712433599796,0,1,1
1,30,9,0,3.2391810619966193,1,0,1
1,26,3,1,3.1,1,0,0
0,29,9,2,3.106139273844427,2,0,1
0,20,0,0,3.1,2,0,0
1,40,15,13,2.6,2,0,0
1,35,15,13,3.042981230741743,2,1,1
1,40,12,6,2.7,2,0,0
0,42,17,15,2.8,2,0,0
1,31,12,4,3.240830159668429,1,1,1
0,31,2,0,2.4,2,0,0
1,38,12,6,3.0539343369642795,3,1,1
1,24,0,0,3.0243678561934866,1,0,1
1,45,25,23,3.1106454539172677,0,1,1
1,27,3,2,3.287401080873992,0,1,1
1,29,1,0,3.0,2,0,0
1,59,36,24,3.2525642058069697,1,1,1
1,20,0,0,2.984931465993311,2,1,1
0,38,7,4,3.6066142734223483,2,1,1
0,29,6,0,3.2317573537814144,3,0,1
1,45,21,10,3.0,3,0,0
1,36,12,8,2.7129580052721254,1,0,1
1,20,0,0,3.4411849660250207,2,0,1
1,37,12,1,2.6358860661803587,2,0,1
1,35,11,8,2.6102956714629824,0,0,1
0,28,1,0,2.933227474869068,2,0,1
0,42,18,12,2.5,2,0,0
1,32,9,6,2.7,3,0,0
1,20,0,0,2.8,2,1,0
1,41,10,8,3.9151219414791454,0,1,1
1,21,0,0,3.5801488997641,1,1,1
1,25,0,0,3.559857769952795,1,0,1
0,30,4,0,3.0344035603584123,2,0,1
1,50,30,29,2.7,2,0,0
0,20,0,0,2.834513331341628,1,0,1
1,20,0,0,2.7,2,0,0
1,22,0,0,3.1790197377174314,2,1,1
1,30,6,3,2.9,2,0,0
0,21,0,0,3.325486491461834,3,0,1
1,37,11,9,2.8702354740336555,1,1,1
1,27,0,0,3.0,2,0,0
1,26,2,0,3.458007669481166,0,0,1
0,45,18,7,2.9,2,1,0
1,20,0,0,3.66193849424522,2,1,1
0,32,3,0,2.5,1,0,0
1,30,3,0,2.6,2,0,0
0,29,5,0,3.2783907856304477,2,0,1
1,52,25,22,3.0,3,1,0
1,39,10,8,3.7626433479937504,2,1,1
1,33,8,7,3.3263297277209993,1,1,1
0,49,22,18,2.9,2,0,0
1,42,19,7,2.38468415577024,3,1,1
1,49,24,23,3.45506389230954,1,0,1
1,29,5,1,3.4428341965617593,2,0,1
1,36,12,6,3.047775929121923,2,0,1
1,23,0,0,2.457831111715703,3,0,1
1,25,0,0,2.375414598506953,1,0,1
1,45,22,19,2.6603266160050323,3,1,1
1,31,7,5,3.323227899236732,0,0,1
1,26,0,0,2.8,2,1,0
0,32,6,1,2.6,2,0,0
0,36,10,0,2.7,2,1,0
1,41,14,8,3.9617642628831193,1,0,1
0,34,5,0,2.8,2,1,0
1,26,6,2,2.6363784618465944,0,0,1
0,25,1,0,3.5119973596297327,3,0,1
1,37,6,4,3.0,3,0,0
1,23,2,0,3.1481183952022027,1,0,1
1,28,0,0,2.8657237199776735,1,0,1
1,47,23,15,3.0524827176773677,0,0,1
1,31,2,0,2.8,2,0,0
0,36,14,13,3.374466397035867,2,0,1
1,41,14,12,3.217166219896451,0,0,1
1,46,20,19,2.691109684527314,1,1,1
1,26,2,0,3.050525488159337,0,0,1
1,20,0,0,2.6,2,0,0
0,44,20,17,2.6,2,0,0
0,39,11,8,2.843312678815058,2,1,1
0,37,5,1,2.6,2,0,0
1,46,13,11,2.6647497738478014,3,0,1
1,50,30,26,3.734219108390178,2,0,1
0,42,16,11,2.5,2,0,0
1,43,15,14,2.4011794597145433,1,1,1
1,37,15,10,2.9679841491794674,0,1,1
1,28,0,0,2.875926712678048,1,1,1
1,41,12,8,3.521863948997516,2,0,1
1,20,2,0,3.1375522864965864,2,0,1
1,35,5,3,2.6,2,0,0
1,49,26,19,3.339806327263736,2,0,1
0,28,2,0,3.0,2,1,0
1,25,0,0,2.1,2,1,0
0,28,3,0,3.5046723657489456,2,0,1
1,33,11,9,2.7,1,0,0
1,35,6,5,3.1700666039602905,2,0,1
1,33,6,0,2.8009023059843923,1,0,1
0,26,5,4,3.268642200466238,3,0,1
1,39,11,6,3.170263346559018,0,0,1
1,32,9,6,2.7,2,0,0
1,45,21,20,3.3966305348227386,1,1,1
1,43,15,12,3.3434499753749236,2,1,1
0,20,0,0,2.9,1,0,0
1,42,14,7,3.008178354550689,1,0,1
1,37,8,1,2.7,1,0,0
1,45,26,21,2.8024671512098025,2,0,1
1,50,19,17,3.4936625705747533,2,1,1
1,20,0,0,2.731511182765634,0,1,1
0,44,19,15,2.658271319427018,2,1,1
1,36,10,6,2.9,1,0,0
1,37,7,5,3.2,1,0,0
1,28,0,0,2.9,2,1,0
1,35,11,1,3.086770025085587,2,0,1
1,47,25,19,2.7,2,0,0
1,44,14,11,3.0772814557874337,3,1,1
1,20,0,0,2.8639107299267654,1,1,1
1,36,9,4,2.8,2,1,0
1,34,9,4,2.6,2,0,0
0,59,37,27,2.641850583422716,2,0,1
1,41,15,6,2.58669277205229,1,1,1
1,61,32,23,3.5581187017095264,1,1,1
1,43,14,11,2.468846082120132,0,1,1
1,20,0,0,2.6,2,0,0
1,23,0,0,3.472402409242701,1,0,1
1,30,1,0,2.996351234498671,2,1,1
1,23,0,0,3.098631581558795,0,1,1
0,36,10,9,2.8,2,0,0
0,33,7,1,2.8,1,1,0
0,20,0,0,2.684878008012991,2,0,1
1,34,3,0,2.6,2,0,0
1,35,10,5,3.9883781943398873,0,1,1
1,45,20,18,3.0363817655208147,1,1,1
1,32,1,0,2.5,1,0,0
0,29,0,0,3.1036322918624895,2,0,1
0,27,0,0,2.7,2,0,0
1,20,0,0,2.6520078433728576,1,1,1
0,20,0,0,3.139344804325628,2,0,1
1,31,1,0,3.2945186711831203,1,0,1
1,24,0,0,3.1467369594474777,0,1,1
1,20,0,0,3.33474609264488,2,1,1
0,44,18,15,2.9,2,0,0
1,26,0,0,3.0,2,0,0
1,43,15,12,2.785973244991028,0,1,1
1,27,5,0,3.138975635123267,0,1,1
1,32,5,0,2.880490662787773,2,0,1
1,41,18,14,2.9618340579195266,0,0,1
1,44,21,18,3.2011204895570162,0,1,1
0,28,3,0,3.174083038307866,2,0,1
1,41,16,12,2.6942955252844305,0,1,1
1,27,0,0,2.7,2,1,0
1,35,11,9,3.0027144532475405,1,0,1
1,37,9,2,2.8096461932735313,1,0,1
1,25,0,0,2.9,2,0,0
1,40,15,7,2.5,2,0,0
0,32,5,3,2.7407624742805017,2,0,1
1,60,32,24,2.768356412344067,0,1,1
1,20,0,0,3.1285886218893264,2,1,1
1,47,23,18,2.8711321924327673,1,1,1
1,20,0,0,3.135115810264441,0,0,1
1,26,0,0,2.645512632399048,1,0,1
1,28,3,0,2.6,3,0,0
0,29,3,0,3.3,2,1,0
1,20,0,0,2.7664197007985214,1,0,1
1,38,13,7,3.2068689824339054,3,1,1
0,29,9,7,3.239129409342384,2,0,1
0,20,0,0,3.221215244820028,2,0,1
1,26,4,0,3.0360146924070706,2,0,1
1,35,8,5,3.4320209988879737,2,0,1
1,30,7,0,2.8815158940313323,1,0,1
1,25,0,0,2.9147551910857907,0,0,1
0,29,6,0,2.670376262646979,2,0,1
0,40,17,12,2.6,2,0,0
0,28,3,0,2.9306267669366135,2,0,1
0,27,1,0,2.9301201464308506,3,0,1
0,36,16,12,3.6443754404992204,2,0,1
1,43,19,18,2.9,2,0,0
1,38,16,15,3.0,3,0,0
1,35,10,5,3.146617086650654,1,0,1
1,33,5,0,2.913364155613695,1,1,1
1,32,16,12,3.2932537045929564,2,0,1
1,22,0,0,2.6425313944336413,2,0,1
0,27,4,0,2.5627663020909504,3,0,1
1,25,1,0,2.8,2,1,0
1,25,2,0,2.9487772310126306,0,1,1
0,28,9,4,3.400563880533798,2,0,1
1,43,14,13,2.5,2,0,0
1,20,1,0,3.3731588481077024,0,0,1
1,24,0,0,2.5,2,1,0
1,35,5,3,2.9364871514272535,1,0,1
1,26,0,0,2.6,2,0,0
1,32,4,3,3.0757434923898717,0,1,1
1,31,6,5,2.70267887376685,0,1,1
1,26,0,0,3.1773424809435213,3,1,1
1,34,8,4,3.2597758298242985,2,0,1
0,20,0,0,2.9,2,1,0
0,36,12,4,3.0485171753129814,2,0,1
1,30,3,0,2.8,2,0,0
1,44,18,16,3.4156741876299765,2,1,1
0,33,5,1,2.759747149629235,2,0,1
1,44,22,21,3.3739639253681704,3,0,1
1,45,23,18,2.6176936546380523,1,1,1
1,40,11,4,2.7,3,1,0
1,45,25,22,2.8765138384192257,3,0,1
1,34,5,3,2.746798306183891,1,1,1
1,25,4,1,3.7917447313103074,2,1,1
1,24,0,0,3.1031042725147895,1,0,1
1,45,25,21,3.1343073306858935,1,0,1
0,38,15,9,2.7,2,0,0
1,46,23,21,3.3916957090470166,1,0,1
0,41,15,4,2.2,2,0,0
1,38,14,8,3.1462089791763024,0,0,1
1,38,12,4,2.6,3,0,0
1,20,0,0,2.5794984043805784,1,1,1
1,27,0,0,3.0,2,1,0
1,41,16,15,2.545826731205093,0,1,1
1,30,3,1,2.9,2,0,0
1,20,0,0,3.0475262722142626,1,0,1
1,31,6,5,3.484430508726272,3,1,1
1,22,0,0,2.7,2,0,0
1,34,12,10,3.2315542753401774,0,0,1
1,26,2,0,3.4738379014735448,2,1,1
1,30,9,5,3.5708024883167155,4,0,1
1,50,24,21,2.8,3,0,0
1,35,14,11,2.665601489619829,1,1,1
1,34,9,8,3.0786279489475503,2,1,1
1,20,0,0,3.285320913395405,2,1,1
0,35,13,5,2.6,1,0,0
1,41,18,17,2.9976510789170394,1,1,1
1,20,0,0,3.448582250742665,2,0,1
0,27,3,0,3.0,2,1,0
0,35,15,5,2.9116318464034836,3,0,1
1,20,0,0,3.2393487294589014,1,0,1
1,20,0,0,3.8388975922891637,1,1,1
1,27,1,0,2.7301465151078625,1,1,1
1,43,17,14,3.0413125824883602,1,0,1
1,26,2,0,3.0341997649813623,0,1,1
1,24,0,0,2.8,3,0,0
1,27,0,0,3.185221703642173,3,0,1
0,26,0,0,2.9,2,0,0
1,31,4,3,3.572401284548801,2,1,1
1,42,15,14,3.1745000834454347,1,1,1
1,39,12,9,2.840275247621971,0,1,1
0,24,0,0,2.6,2,0,0
0,28,1,0,2.9918677786552084,2,0,1
0,46,20,15,2.7,2,0,0
1,32,7,1,3.410957615607381,0,1,1
1,47,18,8,3.6178166333180624,0,1,1
1,36,16,15,2.945560411317606,0,1,1
1,45,18,13,2.9,2,0,0
1,33,6,4,2.8,2,0,0
1,38,16,14,2.6375588770128933,0,0,1
0,30,1,0,3.2,1,0,0
0,20,0,0,2.6,2,1,0
1,39,6,5,2.8,2,0,0
0,20,0,0,2.4,2,0,0
1,38,17,13,2.43272634668865,0,0,1
0,37,12,7,2.8981117166149315,2,0,1
1,32,6,4,3.4832098068006077,2,0,1
1,36,6,3,3.3125884677411745,0,0,1
1,27,4,0,2.5284989715428643,0,0,1
1,37,13,0,3.467208370116345,2,0,1
0,32,13,4,3.09936451635359,2,0,1
1,29,10,7,3.258007725322007,1,0,1
1,47,24,22,2.912359628496876,0,1,1
0,55,25,22,2.7,2,0,0
1,20,0,0,2.9,2,1,0
0,35,9,0,3.1,2,0,0
1,28,0,0,2.6,2,1,0
1,44,15,12,2.8,2,0,0
1,39,18,11,2.6247495170768076,2,1,1
1,42,17,14,3.0,2,1,0
1,37,16,11,3.259870125122333,2,1,1
1,28,7,4,3.1006485345471053,1,0,1
1,29,5,2,3.2408021534074196,3,1,1
1,37,14,13,2.70516349589992,1,1,1
1,42,9,7,2.7,1,1,0
1,44,19,14,2.4179064410869966,1,1,1
1,42,17,14,3.081911205925248,0,0,1
1,40,10,6,3.527828901751357,0,0,1
1,30,5,0,2.6,2,1,0
1,36,8,7,2.6653851336415055,1,0,1
1,24,0,0,2.9,2,1,0
1,21,0,0,3.0171017856416773,1,0,1
1,52,32,27,2.901789692313741,1,0,1
1,43,18,9,2.642436818209626,2,1,1
0,35,9,7,2.5,2,0,0
0,41,16,10,2.233694432359593,2,0,1
1,47,24,17,3.092641353559585,0,1,1
0,38,15,11,2.943393634480908,2,0,1
1,29,5,0,2.5,3,1,0
0,39,14,10,2.7,2,1,0
0,25,0,0,2.8,1,0,0
0,38,13,6,2.8203706310602152,3,0,1
1,29,4,1,2.739924880632052,3,1,1
1,42,19,12,2.970463178983706,2,1,1
1,35,8,0,2.9,3,0,0
1,28,8,7,2.95661882689292,1,0,1
1,25,0,0,2.9,2,0,0
0,43,22,21,3.025667538399527,1,0,1
1,24,0,0,2.837862712114289,1,1,1
1,37,8,0,3.2658664468683716,3,0,1
0,26,2,0,2.8,1,0,0
1,41,10,0,2.8,3,0,0
1,25,3,0,2.9627446825966155,0,1,1
0,38,15,5,2.9,2,0,0
1,26,0,0,3.5227721234084233,1,1,1
1,20,0,0,3.113505732332287,0,1,1
1,29,5,2,3.572138995498983,1,1,1
0,33,12,10,2.75402880213796,2,0,1
1,31,8,7,3.278570961020548,1,1,1
1,45,23,21,3.461566537797541,2,1,1
1,46,18,16,3.009629916292356,2,0,1
1,44,23,15,2.928765181151663,1,1,1
1,20,0,0,3.134225978269207,2,0,1
1,33,7,5,3.21726218066926,2,0,1
1,38,21,15,3.223357895111053,2,1,1
0,41,20,9,3.151289269072122,2,0,1
1,20,0,0,2.4304158483751785,1,1,1
1,40,17,15,3.021163263297506,2,0,1
1,23,0,0,2.8,2,1,0
1,57,33,32,2.8,2,0,0
0,22,0,0,2.692346523553866,3,0,1
0,30,8,6,3.214506617756084,2,0,1
1,41,16,13,2.64759073312278,3,1,1
1,46,24,20,2.648301886317044,3,1,1
1,36,12,1,2.7,2,0,0
1,48,23,17,3.135955580672878,0,0,1
0,24,1,0,3.0,2,1,0
1,30,1,0,3.026958811491248,1,1,1
0,32,6,0,2.580884026089897,2,0,1
0,37,13,11,2.871775656173716,2,0,1
1,46,23,18,3.7202163407173683,1,1,1
1,41,11,10,2.8,2,0,0
1,34,12,10,3.0,2,0,0
0,23,0,0,3.163633613547594,2,0,1
1,29,3,0,2.7,3,0,0
1,29,0,0,2.7,2,0,0
0,20,0,0,2.7,2,0,0
1,20,0,0,2.3,2,0,0
1,20,0,0,3.1421798339024245,2,1,1
1,20,0,0,2.7,2,0,0
1,33,9,4,3.0079413987296504,1,0,1
0,50,23,16,2.9,1,0,0
0,20,0,0,2.9,1,0,0
1,37,14,8,3.2636001137223243,1,0,1
1,47,19,17,2.8,2,1,0
1,58,30,29,3.0317346269345493,2,0,1
1,34,7,2,2.7,2,0,0
0,41,11,6,3.6777733761173246,3,0,1
1,45,18,15,2.7,2,0,0
1,32,6,4,3.2745489755286212,0,0,1
0,33,7,0,2.7,1,1,0
1,35,9,3,2.8,2,0,0
1,30,7,4,3.175893460482717,3,1,1
1,26,3,0,3.2599149626169837,0,1,1
1,37,10,4,3.159778644798024,2,0,1
1,39,17,12,3.535638435654024,2,1,1
0,35,11,3,2.749599260817563,2,0,1
0,28,4,2,3.4531852668995096,2,1,1
1,32,0,0,3.184623007121668,3,0,1
1,33,9,5,2.266738081991233,0,1,1
1,31,7,0,3.0838739226783596,3,0,1
0,32,3,0,2.8,1,1,0
1,24,0,0,2.6928798689343787,1,1,1
1,31,11,9,2.275215843015035,1,0,1
1,32,6,4,2.967994130178458,2,1,1
1,53,36,29,3.0823005876284593,2,1,1
1,30,5,1,3.265324594345844,1,0,1
1,24,0,0,3.4862780974220215,1,0,1
1,44,18,15,2.4,3,0,0
1,25,2,0,3.1,2,0,0
1,29,0,0,3.146156344862492,2,0,1
0,51,29,18,3.0,1,0,0
1,47,26,23,2.971826163689655,3,1,1
1,30,1,0,2.867089365613655,2,1,1
0,27,0,0,2.7,1,0,0
1,21,0,0,2.510202348567818,1,0,1
1,30,4,0,3.0,2,1,0
0,44,15,13,3.0019393274869044,3,0,1
0,42,16,12,2.6,2,1,0
0,43,14,10,2.9,1,0,0
1,28,1,0,2.4960136773831416,1,0,1
1,52,28,22,3.3033191521106975,1,0,1
0,41,15,3,2.8416739554342527,2,0,1
1,33,8,7,3.3000621404548047,1,0,1
1,31,11,7,2.6237411778720814,2,0,1
0,20,0,0,2.8,1,0,0
1,47,25,22,2.940894844167522,0,0,1
1,28,0,0,2.4946093261001745,3,1,1
0,29,3,0,3.0,2,1,0
1,31,10,6,4.0,1,1,1
1,27,6,3,3.313423699049239,2,0,1
1,35,11,5,2.5,2,0,0
0,20,0,0,3.329629794916481,2,0,1
1,46,24,15,3.585956691754064,1,0,1
1,45,21,16,2.9949469188407147,4,1,1
1,20,0,0,3.1501600007443407,2,0,1
1,28,2,0,3.027804645966214,0,0,1
1,30,0,0,2.8,2,0,0
1,44,20,15,3.173528267838867,1,0,1
1,46,17,14,3.5856760930189413,2,0,1
1,20,0,0,2.9673488410910718,0,0,1
1,28,5,0,3.0212753314154153,1,0,1
1,30,8,6,3.646024624844107,2,1,1
1,37,11,9,3.0266995416908244,2,1,1
1,20,0,0,3.0845233235150977,0,1,1
1,29,0,0,3.1,2,0,0
1,21,0,0,2.702898039561142,1,0,1
1,20,0,0,3.2153998146442246,2,1,1
1,31,9,6,3.0439502066935886,0,0,1
1,22,0,0,2.6904426324425152,1,1,1
0,20,0,0,3.1179589695974204,2,0,1
1,32,6,2,2.9,2,0,0
0,22,0,0,2.9,2,0,0
1,51,33,28,3.5506743906858578,1,0,1
1,20,0,0,3.338757591433165,0,0,1
1,57,35,33,2.618125724670073,1,0,1
1,21,0,0,3.1,2,0,0
0,21,0,0,2.9166132633803508,2,0,1
0,21,0,0,2.890847791345942,1,0,1
1,50,25,20,3.4499849761074133,3,0,1
1,27,0,0,2.866300079994377,1,1,1
1,33,6,3,2.9515799392022286,1,1,1
1,48,21,8,3.215020842323733,2,0,1
1,37,11,10,3.2,2,1,0
0,23,0,0,3.0,1,0,0
0,40,15,6,2.8,1,1,0
1,37,12,9,3.2136810288049666,0,1,1
1,41,16,15,3.0858979764572907,0,1,1
0,26,0,0,2.8,2,1,0
1,26,0,0,2.870253717914095,0,1,1
1,30,7,2,2.9,2,0,0
1,30,3,0,3.020329901270104,1,1,1
0,34,7,0,2.5,1,0,0
1,46,20,10,3.3505018477158277,2,1,1
0,25,0,0,3.478407885805768,2,0,1
1,20,0,0,3.0,2,0,0
0,20,0,0,2.4,1,1,0
1,28,7,0,2.8,2,1,0
1,28,7,4,2.728219827242997,0,1,1
1,42,11,7,3.2290062473188135,0,0,1
1,36,14,13,3.1,2,1,0
0,36,12,7,3.022998209424087,2,0,1
1,23,0,0,2.7,2,0,0
1,24,0,0,3.1697585725915083,0,0,1
0,31,6,3,2.7997992811514933,2,0,1
1,29,4,2,3.2548797304450483,3,1,1
0,49,23,18,3.0,1,0,0
1,31,7,5,2.3871702336765104,2,0,1
1,35,11,8,2.4,2,0,0
1,48,23,20,2.6,2,1,0
0,20,0,0,2.4,2,0,0
1,34,9,4,3.1314086803737413,1,0,1
1,45,17,16,3.447884580632642,1,1,1
1,20,1,0,2.9181561859549934,2,1,1
1,42,17,10,3.2992943076803485,2,1,1
1,45,24,18,2.6,2,0,0
1,34,11,10,2.7,2,0,0
0,32,7,1,2.6,2,0,0
0,38,9,7,2.630236797289094,2,0,1
0,44,16,15,2.882395858982547,2,1,1
1,31,7,5,2.8362313775389736,1,0,1
1,29,3,0,3.2611637731432372,1,1,1
1,31,6,0,2.9272247691168625,1,0,1
1,24,0,0,2.958014949345332,2,1,1
1,20,0,0,2.9,2,1,0
0,27,0,0,2.7,2,1,0
1,42,18,16,3.0,2,0,0
0,20,0,0,2.670264543128228,3,0,1
1,25,0,0,3.4370848743480287,3,1,1
1,24,0,0,3.247281518627148,1,0,1
1,20,0,0,2.9,2,0,0
